ATF	1.0
30	57    
"Type=GenePix Export 3"
"DateTime=2020/07/24 16:49:01"
"Settings=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\Genepix settings\2020-07-24-10288622-D0-1.gps"
"GalFile="
"PixelSize=10"
"Wavelengths=532	635"
"ImageFiles=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 1	D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1	1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (532/635)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=530, 2800"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4400 [140135]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=580	600"
"ScanPower=100	100"
"LaserPower=1.85	1.42"
"Filters=Standard Green	Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	12	13	3	""	""	20180	30720	190	21151	19391	7590	39	60	60	79	73	92	96	96	0	13790	13224	4694	35	73	73	121	229	189	97	97	0	4964089	3385294	264.548	57.218	1.538	1.470	1.572	1.218	2.426	1.520	0.908	0.621	21091	13717	19331	13151	34808	32482	256	1318	100	3838
0	0	0	12	14	3	""	""	20460	30720	190	12254	12131	5098	42	59	59	80	75	93	99	97	0	7161	7468	2967	39	74	74	136	298	219	100	99	0	3105437	1911729	160.680	24.604	1.721	1.633	1.701	1.415	1.910	1.673	0.913	0.783	12195	7087	12072	7394	19282	19466	256	1317	100	3839
0	0	0	12	15	3	""	""	20720	30720	190	16038	15052	5940	39	55	55	59	22	37	100	100	0	7741	7736	3203	41	75	75	83	54	65	100	100	0	3853438	1980328	681.500	141.722	2.085	1.958	2.045	1.836	1.748	1.968	0.953	1.060	15983	7666	14997	7661	23649	22658	256	1512	100	3840
0	0	0	12	1	4	""	""	16940	30980	170	434	567	1224	215	65	65	70	28	40	91	87	0	421	506	442	87	79	79	84	40	47	92	90	0	117913	105330	17.750	10.550	1.079	1.176	1.002	0.922	2.047	2.754	0.538	0.110	369	342	502	427	711	929	208	1271	100	3841
0	0	0	12	2	4	""	""	17220	30980	180	394	365	187	51	75	75	80	33	41	82	79	0	339	331	165	49	93	93	101	50	49	80	76	0	93515	84685	8.636	4.600	1.297	1.218	1.183	1.166	2.009	1.186	0.789	0.375	319	246	290	238	565	528	256	1193	100	3842
0	0	0	12	3	4	""	""	17480	30980	180	463	432	208	48	101	101	105	39	37	84	80	0	472	541	567	104	208	208	223	121	54	77	57	0	110543	138585	8.385	2.628	1.371	0.994	1.134	0.968	2.455	0.382	0.343	0.455	362	264	331	333	626	664	256	1182	100	3843
0	0	0	12	4	4	""	""	17750	30990	190	1034	2315	2536	109	129	129	135	45	33	94	88	0	1284	2238	2194	98	382	382	389	112	28	88	82	0	592614	573037	48.444	16.509	1.003	1.178	1.238	1.103	2.021	1.184	0.824	0.005	905	902	2186	1856	1807	4042	256	1316	100	3844
0	0	0	12	5	4	""	""	18020	30980	180	861	2510	2991	119	123	123	128	45	35	91	87	0	1083	2023	1984	98	370	370	364	130	35	84	71	0	642591	517833	52.933	12.762	1.035	1.444	1.442	1.225	2.165	1.503	0.951	0.050	738	713	2387	1653	1451	4040	256	1252	100	3845
0	0	0	12	6	4	""	""	18290	30980	180	773	2480	2906	117	88	88	95	39	41	91	89	0	797	1822	1884	103	177	177	204	112	54	89	80	0	634768	466446	61.154	14.446	1.105	1.454	1.358	1.201	1.999	1.531	0.943	0.144	685	620	2392	1645	1305	4037	256	1252	100	3846
0	0	0	12	7	4	""	""	18560	30980	180	434	1540	3328	216	67	67	72	29	40	79	75	0	7797	10003	11440	114	105	105	116	54	46	84	82	0	394286	2560663	50.621	183.093	0.048	0.149	0.058	0.079	2.820	0.207	0.657	-4.390	367	7692	1473	9898	8059	11371	256	1192	100	3847
0	0	0	12	8	4	""	""	18830	30980	180	482	2184	3528	161	60	60	63	23	36	84	82	0	8840	10980	11043	100	90	90	95	43	45	89	88	0	559141	2810895	92.217	253.140	0.048	0.195	0.089	0.111	3.534	0.199	0.487	-4.374	422	8750	2124	10890	9172	13014	256	1165	100	3848
0	0	0	12	9	4	""	""	19100	30990	180	416	2226	3890	174	61	61	64	22	34	84	81	0	7759	9873	10847	109	89	89	94	42	44	90	88	0	569761	2527448	98.273	232.833	0.046	0.221	0.073	0.099	2.793	0.286	0.798	-4.433	355	7670	2165	9784	8025	11949	256	1192	100	3849
0	0	0	12	10	4	""	""	19370	30980	180	582	536	301	56	61	61	66	34	51	86	81	0	924	893	487	54	85	85	90	49	54	87	84	0	137262	228651	13.824	16.388	0.621	0.588	0.588	0.555	2.056	0.588	0.870	-0.687	521	839	475	808	1360	1283	256	1218	100	3850
0	0	0	12	11	4	""	""	19640	30980	180	577	789	2613	331	62	62	65	24	36	89	86	0	886	2265	8179	361	77	77	81	31	38	91	89	1	201935	579757	30.167	70.452	0.637	0.332	0.616	0.540	2.146	0.213	0.392	-0.652	515	809	727	2188	1324	2915	256	1236	100	3851
0	0	0	12	12	4	""	""	19920	30990	180	575	563	277	49	61	61	64	25	39	90	89	0	783	870	811	93	71	71	75	29	38	94	91	0	144122	222683	19.960	27.414	0.722	0.628	0.695	0.654	1.870	0.381	0.510	-0.470	514	712	502	799	1226	1301	256	1212	100	3852
0	0	0	12	13	4	""	""	20180	30990	160	1297	1216	766	62	65	65	78	68	87	88	82	0	2393	2168	1245	57	72	72	111	227	204	85	82	0	252857	450991	16.735	9.062	0.531	0.549	0.553	0.544	1.922	0.549	0.879	-0.914	1232	2321	1151	2096	3553	3247	208	1034	100	3853
0	0	0	12	14	4	""	""	20450	30990	170	1230	1128	600	53	63	63	73	56	76	91	88	0	1683	1542	796	51	71	71	90	107	118	92	90	0	234592	320683	18.839	13.570	0.724	0.724	0.750	0.666	2.025	0.723	0.913	-0.466	1167	1612	1065	1471	2779	2536	208	1118	100	3854
0	0	0	12	15	4	""	""	20720	30990	170	1064	917	840	91	62	62	64	22	34	90	87	0	1549	1603	2492	155	74	74	79	33	41	89	87	0	190793	333372	38.773	46.182	0.679	0.559	0.621	0.640	2.115	0.316	0.542	-0.558	1002	1475	855	1529	2477	2384	208	1233	100	3855
0	0	0	12	1	5	""	""	16940	31260	180	792	717	407	56	68	68	72	29	40	91	86	0	700	655	378	57	82	82	93	64	68	84	81	0	183644	167560	22.241	8.781	1.172	1.133	1.131	1.114	1.867	1.105	0.881	0.228	724	618	649	573	1342	1222	256	1406	100	3856
0	0	0	12	2	5	""	""	17210	31250	180	839	723	414	57	84	84	88	34	38	87	80	0	717	718	657	91	113	113	127	76	59	81	78	0	185195	183899	18.676	7.776	1.250	1.056	1.141	1.048	2.027	0.767	0.608	0.322	755	604	639	605	1359	1244	256	1226	100	3857
0	0	0	12	3	5	""	""	17480	31250	170	831	789	290	36	107	107	111	38	34	97	94	0	734	761	293	38	228	228	234	100	42	94	91	0	164115	158284	17.842	5.270	1.431	1.280	1.382	1.249	1.821	1.096	0.596	0.517	724	506	682	533	1230	1215	208	1116	100	3858
0	0	0	12	4	5	""	""	17750	31260	180	168	212	135	63	111	111	117	45	38	56	37	0	279	295	111	37	304	304	313	106	33	16	3	0	54189	75559	2.111	-0.170	-2.280	-11.222	0.995	1.021	5.381	0.748	0.132	Error	57	-25	101	-9	32	92	256	1204	100	3859
0	0	0	12	5	5	""	""	18020	31260	190	161	224	164	73	108	108	113	41	36	57	35	0	320	329	102	31	318	318	330	107	32	18	4	0	57221	84309	2.707	-0.009	26.500	10.545	1.488	1.262	6.164	0.937	0.048	4.728	53	2	116	11	55	127	256	1235	100	3860
0	0	0	12	6	5	""	""	18290	31260	190	186	264	186	70	103	103	107	37	34	76	54	0	296	309	105	33	272	272	278	104	37	25	7	0	67601	79227	4.243	0.298	3.458	4.351	2.000	1.730	3.890	1.489	0.109	1.790	83	24	161	37	107	198	256	1260	100	3861
0	0	0	12	7	5	""	""	18560	31260	180	495	850	832	97	86	86	90	33	36	89	86	0	1781	2766	2370	85	195	195	199	88	44	93	91	0	217551	708059	23.030	29.170	0.258	0.297	0.289	0.267	2.024	0.319	0.941	-1.955	409	1586	764	2571	1995	3335	256	1236	100	3862
0	0	0	12	8	5	""	""	18830	31250	180	548	1010	1338	132	75	75	79	28	35	86	84	0	2286	3452	3345	96	159	159	166	74	44	89	87	0	258674	883688	33.250	44.405	0.222	0.284	0.285	0.261	2.284	0.310	0.705	-2.169	473	2127	935	3293	2600	4228	256	1236	100	3863
0	0	0	12	9	5	""	""	19100	31250	180	524	1032	1012	98	72	72	74	27	36	88	85	0	1851	3181	2790	87	126	126	143	78	54	91	89	0	264254	814315	35.481	38.949	0.262	0.314	0.307	0.286	1.951	0.333	0.940	-1.932	452	1725	960	3055	2177	4015	256	1187	100	3864
0	0	0	12	10	5	""	""	19370	31260	190	893	934	911	97	69	69	74	37	50	91	91	0	1048	1099	622	56	102	102	114	71	62	95	94	0	239117	281452	23.243	13.873	0.871	0.868	0.869	0.786	1.930	1.125	0.734	-0.199	824	946	865	997	1770	1862	256	1212	100	3865
0	0	0	12	11	5	""	""	19630	31260	190	822	858	325	37	70	70	74	27	36	100	99	0	900	1011	447	44	92	92	98	40	40	100	100	0	219742	258741	29.037	22.825	0.931	0.857	0.890	0.869	1.611	0.816	0.878	-0.104	752	808	788	919	1560	1707	256	1185	100	3866
0	0	0	12	12	5	""	""	19900	31250	190	797	836	489	58	70	70	74	28	37	89	87	0	860	1190	1177	98	87	87	93	41	44	91	90	0	214131	304623	27.214	26.756	0.940	0.694	0.856	0.762	1.937	0.477	0.620	-0.089	727	773	766	1103	1500	1869	256	1171	100	3867
0	0	0	12	13	5	""	""	20170	31250	190	1084	1056	311	29	73	73	77	30	38	98	97	0	1067	1071	305	28	90	90	97	47	48	99	98	0	270370	274244	32.633	20.723	1.035	1.002	1.017	0.962	1.550	1.011	0.891	0.049	1011	977	983	981	1988	1964	256	1226	100	3868
0	0	0	12	14	5	""	""	20440	31250	200	904	835	326	39	76	76	79	31	39	93	91	0	768	735	302	41	95	95	105	52	49	92	91	0	264010	232166	24.387	12.115	1.230	1.186	1.207	1.142	1.794	1.193	0.869	0.299	828	673	759	640	1501	1399	316	1287	100	3869
0	0	0	12	15	5	""	""	20700	31250	200	930	845	420	49	70	70	74	29	39	91	87	0	824	765	354	46	87	87	97	48	49	89	89	0	266940	241897	26.586	13.917	1.167	1.143	1.144	1.087	1.963	1.169	0.897	0.223	860	737	775	678	1597	1453	316	1533	100	3870
0	0	0	12	1	6	""	""	16940	31520	190	861	811	367	45	58	58	63	27	42	91	89	0	1004	1066	570	53	85	85	94	61	64	95	92	0	207518	272995	27.704	15.934	0.874	0.768	0.813	0.737	1.840	0.722	0.848	-0.195	803	919	753	981	1722	1734	256	1444	100	3871
0	0	0	12	2	6	""	""	17210	31520	190	824	782	380	48	77	77	81	32	39	90	88	0	884	879	380	43	129	129	146	82	56	91	90	0	200118	225075	21.906	8.939	0.989	0.940	0.971	0.885	1.731	0.957	0.851	-0.015	747	755	705	750	1502	1455	256	1221	100	3872
0	0	0	12	3	6	""	""	17470	31520	190	925	830	328	39	95	95	98	34	34	93	91	0	905	848	290	34	224	224	230	85	36	90	88	0	212449	217205	21.529	7.271	1.219	1.178	1.205	1.117	1.855	1.202	0.823	0.285	830	681	735	624	1511	1359	256	1262	100	3873
0	0	0	12	4	6	""	""	17760	31520	190	961	912	452	49	88	88	91	33	36	91	89	0	432	509	463	90	233	233	239	81	33	83	64	0	233545	130287	24.879	3.333	4.387	2.986	3.821	3.371	3.027	2.481	0.222	2.133	873	199	824	276	1072	1100	256	1097	100	3874
0	0	0	12	5	6	""	""	18020	31520	180	2276	2044	950	46	81	81	85	31	36	92	89	0	507	500	142	28	213	213	224	86	38	88	79	0	523308	127957	63.194	3.209	7.466	6.840	6.677	5.914	2.186	7.336	0.720	2.900	2195	294	1963	287	2489	2250	256	978	100	3875
0	0	0	12	6	6	""	""	18290	31520	180	2219	1948	919	47	96	96	99	34	34	91	89	0	544	539	161	29	255	255	258	91	35	90	80	0	498797	137897	54.382	3.088	7.346	6.521	6.786	5.396	2.781	7.171	0.653	2.877	2123	289	1852	284	2412	2136	256	1038	100	3876
0	0	0	12	7	6	""	""	18570	31540	180	344	345	101	29	95	95	99	33	33	96	95	0	296	307	104	33	242	242	245	64	26	43	22	0	88330	78680	7.455	0.969	4.611	3.846	2.958	3.645	3.234	2.828	0.124	2.205	249	54	250	65	303	315	256	1136	100	3877
0	0	0	12	8	6	""	""	18840	31540	180	311	307	96	31	87	87	90	29	32	97	93	0	279	585	3305	564	220	220	225	61	27	48	20	0	78509	149720	7.483	5.902	3.797	0.603	2.862	2.853	3.508	0.008	0.014	1.925	224	59	220	365	283	585	256	1148	100	3878
0	0	0	12	9	6	""	""	19100	31530	180	407	389	149	38	83	83	87	30	34	89	88	0	291	301	96	31	197	197	204	78	38	60	23	0	99461	76975	10.067	1.244	3.447	2.942	3.020	2.907	2.652	2.631	0.300	1.785	324	94	306	104	418	410	256	1121	100	3879
0	0	0	12	10	6	""	""	19350	31520	190	5297	4090	2382	58	84	84	88	32	36	90	85	0	7645	5970	3438	57	165	165	178	86	48	88	84	0	1047029	1528434	125.063	67.349	0.697	0.690	0.693	0.674	1.832	0.687	0.965	-0.521	5213	7480	4006	5805	12693	9811	256	1178	100	3880
0	0	0	12	11	6	""	""	19630	31510	190	5225	4188	2200	52	87	87	90	33	36	89	88	0	7454	5961	3088	51	158	158	169	80	47	89	88	0	1072111	1526134	124.182	72.400	0.704	0.707	0.706	0.642	2.050	0.705	0.975	-0.506	5138	7296	4101	5803	12434	9904	256	1189	100	3881
0	0	0	12	12	6	""	""	19900	31510	200	4739	3388	2539	74	89	89	93	34	36	77	72	0	6511	4853	3584	73	155	155	164	73	44	79	74	0	1070520	1533621	96.912	64.233	0.732	0.702	0.701	0.626	2.147	0.702	0.972	-0.451	4650	6356	3299	4698	11006	7997	316	1262	100	3882
0	0	0	12	13	6	""	""	20180	31530	180	273	290	140	48	99	99	103	38	36	93	88	0	443	449	142	31	165	165	175	91	52	94	78	0	74214	114968	4.921	3.011	0.626	0.673	0.618	0.625	1.953	0.657	0.548	-0.676	174	278	191	284	452	475	256	1240	100	3883
0	0	0	12	14	6	""	""	20460	31530	180	336	825	1154	139	109	109	114	41	35	96	94	0	569	760	565	74	182	182	191	83	43	99	93	0	211172	194664	17.341	6.855	0.587	1.239	0.665	0.750	2.040	1.865	0.744	-0.770	227	387	716	578	614	1294	256	1151	100	3884
0	0	0	12	15	6	""	""	20720	31530	180	266	309	630	203	96	96	101	41	40	96	92	0	462	649	1965	302	136	136	156	90	57	96	89	0	79181	166216	5.073	5.478	0.521	0.415	0.521	0.480	1.963	0.315	0.935	-0.939	170	326	213	513	496	726	256	1355	100	3885
0	0	0	12	1	7	""	""	16950	31790	190	462	432	157	36	59	59	62	23	37	92	90	0	533	518	185	35	88	88	94	39	41	95	93	0	110595	132653	16.087	10.872	0.906	0.867	0.872	0.815	1.799	0.859	0.811	-0.143	403	445	373	430	848	803	256	1430	100	3886
0	0	0	12	2	7	""	""	17210	31790	190	494	491	284	57	77	77	81	31	38	94	92	0	585	807	2999	371	152	152	165	79	47	94	91	0	125704	206623	13.226	8.127	0.963	0.632	0.935	0.869	1.891	0.086	0.313	-0.054	417	433	414	655	850	1069	256	1223	100	3887
0	0	0	12	3	7	""	""	17480	31790	190	432	406	124	30	93	93	95	31	32	93	92	0	570	564	132	23	240	240	246	78	31	96	92	0	103871	144456	10.032	4.077	1.027	0.966	0.962	0.910	1.787	0.950	0.675	0.039	339	330	313	324	669	637	256	1161	100	3888
0	0	0	12	4	7	""	""	17740	31780	230	695	747	473	63	84	84	88	31	35	91	88	0	309	337	132	39	205	205	216	90	41	56	27	0	292996	132292	21.258	1.344	5.875	5.023	4.892	4.439	3.770	4.921	0.434	2.555	611	104	663	132	715	795	392	1282	100	3889
0	0	0	12	5	7	""	""	18020	31770	230	886	950	575	60	76	76	80	28	35	94	92	0	321	352	173	49	153	153	159	61	38	78	62	0	372283	137990	31.071	3.164	4.821	4.392	4.673	4.398	2.618	4.106	0.753	2.269	810	168	874	199	978	1073	392	1176	100	3890
0	0	0	12	6	7	""	""	18290	31770	230	764	787	509	64	83	83	87	32	36	88	83	0	294	314	137	43	180	180	188	77	40	60	38	0	308681	123281	21.875	1.636	5.974	5.254	5.020	4.847	3.158	4.846	0.546	2.579	681	114	704	134	795	838	392	1288	100	3891
0	0	0	12	7	7	""	""	18570	31790	190	10811	9283	4338	46	86	86	89	33	37	93	90	0	7459	6905	4614	66	196	196	202	77	38	98	94	0	2376523	1767777	278.606	87.052	1.477	1.371	1.453	1.076	2.364	1.257	0.815	0.562	10725	7263	9197	6709	17988	15906	256	1122	100	3892
0	0	0	12	8	7	""	""	18830	31790	190	11056	9490	4105	43	86	86	89	30	33	95	93	0	7520	6831	2913	42	209	209	210	68	32	96	95	0	2429562	1748798	313.367	97.368	1.500	1.420	1.476	1.176	2.204	1.447	0.937	0.585	10970	7311	9404	6622	18281	16026	256	1121	100	3893
0	0	0	12	9	7	""	""	19100	31790	190	11082	9295	4230	45	88	88	92	30	32	93	91	0	7619	6615	2729	41	218	218	224	65	29	94	92	0	2379498	1693391	306.767	98.323	1.485	1.439	1.466	1.215	2.131	1.476	0.980	0.571	10994	7401	9207	6397	18395	15604	256	1151	100	3894
0	0	0	12	10	7	""	""	19370	31800	200	10351	9246	4142	44	92	92	109	131	120	90	89	0	6284	6535	4454	68	221	221	238	132	55	93	92	0	2921822	2065053	69.748	47.705	1.692	1.450	1.610	1.212	2.357	1.303	0.780	0.759	10259	6063	9154	6314	16322	15468	316	1224	100	3895
0	0	0	12	11	7	""	""	19650	31800	200	10343	8993	4120	45	96	96	114	133	116	88	87	0	6211	6129	3586	58	221	221	240	134	55	91	91	0	2841943	1936705	66.759	43.948	1.711	1.506	1.637	1.298	2.078	1.430	0.877	0.775	10247	5990	8897	5908	16237	14805	316	1176	100	3896
0	0	0	12	12	7	""	""	19910	31800	200	10874	9168	4366	47	103	103	174	406	233	88	87	0	6621	6339	3427	54	228	228	264	207	78	91	90	0	2896962	2003106	22.153	29.348	1.685	1.483	1.601	1.228	2.411	1.443	0.924	0.753	10771	6393	9065	6111	17164	15176	316	1138	100	3897
0	0	0	12	13	7	""	""	20160	31810	190	15721	15222	4042	26	125	125	327	681	208	99	99	0	20312	21429	9303	43	253	253	359	369	102	99	98	0	3896773	5485841	21.872	57.100	0.778	0.713	0.774	0.774	1.331	0.653	0.927	-0.363	15596	20059	15097	21176	35655	36273	256	1118	100	3898
0	0	0	12	14	7	""	""	20430	31800	190	15291	15005	3292	21	154	154	481	877	182	100	99	0	20336	21229	7510	35	303	303	481	501	104	100	99	0	3841323	5434622	16.561	41.413	0.756	0.710	0.751	0.740	1.264	0.662	0.936	-0.404	15137	20033	14851	20926	35170	35777	256	1162	100	3899
0	0	0	12	15	7	""	""	20690	31800	190	14545	13225	5153	38	143	143	410	829	202	91	91	0	19750	19081	9353	49	244	244	436	725	166	93	92	0	3385602	4884633	15.458	25.717	0.738	0.694	0.737	0.685	1.571	0.646	0.928	-0.438	14402	19506	13082	18837	33908	31919	256	1341	100	3900
0	0	0	12	1	8	""	""	16940	32060	190	4360	4320	1395	32	64	64	73	96	131	95	95	0	2712	3024	1354	44	105	105	123	96	78	98	96	0	1105938	774159	44.240	30.219	1.648	1.458	1.582	1.367	1.790	1.460	0.898	0.721	4296	2607	4256	2919	6903	7175	256	1459	100	3901
0	0	0	12	2	8	""	""	17210	32060	190	4275	4200	1001	23	81	81	91	105	115	99	98	0	2575	3010	3470	115	194	194	201	97	48	100	100	0	1075205	770590	39.133	28.959	1.761	1.463	1.736	1.531	1.851	0.783	0.353	0.817	4194	2381	4119	2816	6575	6935	256	1238	100	3902
0	0	0	12	3	8	""	""	17480	32060	190	4477	4365	1264	28	89	89	92	35	38	98	97	0	2635	2738	873	31	233	233	255	413	161	98	96	0	1117387	700905	122.086	6.012	1.827	1.707	1.804	1.610	1.616	1.689	0.917	0.869	4388	2402	4276	2505	6790	6781	256	1208	100	3903
0	0	0	12	4	8	""	""	17750	32070	210	571	555	151	27	81	81	84	31	36	96	95	0	1126	1104	266	24	170	170	200	414	207	94	77	0	175463	348909	15.194	2.184	0.513	0.507	0.511	0.492	1.454	0.496	0.888	-0.964	490	956	474	934	1446	1408	316	1231	100	3904
0	0	0	12	5	8	""	""	18020	32070	210	611	622	206	33	75	75	79	29	36	97	97	0	1211	1197	274	22	124	124	130	47	36	100	99	0	196526	378396	18.724	22.702	0.493	0.510	0.509	0.483	1.460	0.521	0.885	-1.020	536	1087	547	1073	1623	1620	316	1186	100	3905
0	0	0	12	6	8	""	""	18290	32070	200	595	570	161	28	75	75	78	28	35	97	95	0	1235	1190	303	25	132	132	141	58	41	98	97	0	180171	375916	17.571	18.086	0.471	0.468	0.463	0.458	1.608	0.464	0.895	-1.085	520	1103	495	1058	1623	1553	316	1238	100	3906
0	0	0	12	7	8	""	""	18570	32060	190	3926	3722	2120	56	73	73	77	29	37	92	88	0	4014	3846	2213	57	143	143	157	68	43	98	95	0	952895	984497	125.690	54.250	0.995	0.985	0.978	0.846	2.084	0.977	0.941	-0.007	3853	3871	3649	3703	7724	7352	256	1151	100	3907
0	0	0	12	8	8	""	""	18830	32060	200	3484	3546	2487	70	77	77	80	30	37	88	84	0	3678	3822	3044	79	160	160	170	71	41	92	87	0	1120671	1207891	115.533	51.437	0.968	0.947	0.998	0.874	2.343	0.882	0.857	-0.046	3407	3518	3469	3662	6925	7131	316	1198	100	3908
0	0	0	12	9	8	""	""	19110	32060	190	5273	4786	2744	57	82	82	86	33	38	92	91	0	5837	5982	4895	81	176	176	186	69	37	96	94	0	1225194	1531495	142.424	84.000	0.917	0.810	0.901	0.725	2.285	0.670	0.723	-0.125	5191	5661	4704	5806	10852	10510	256	1165	100	3909
0	0	0	12	10	8	""	""	19370	32060	190	2619	2633	1261	47	86	86	105	140	133	94	93	0	1267	1498	1489	99	204	204	220	139	63	95	95	0	674082	383611	18.057	9.194	2.383	1.968	2.355	2.053	1.824	1.687	0.502	1.253	2533	1063	2547	1294	3596	3841	256	1078	100	3910
0	0	0	12	11	8	""	""	19640	32060	200	4939	4323	2000	46	87	87	107	142	132	91	88	0	2165	2123	1245	58	215	215	232	139	59	91	88	0	1365957	670762	29.690	13.604	2.488	2.220	2.407	2.063	1.889	2.177	0.771	1.315	4852	1950	4236	1908	6802	6144	316	1039	100	3911
0	0	0	12	12	8	""	""	19910	32070	200	3390	3240	2073	63	101	101	216	459	212	83	79	0	1715	1608	779	48	237	237	290	232	80	86	82	0	1023835	508270	6.588	5.681	2.225	2.290	2.248	1.834	2.145	2.488	0.911	1.154	3289	1478	3139	1371	4767	4510	316	1058	100	3912
0	0	0	12	13	8	""	""	20190	32070	200	13269	11097	5007	45	162	162	476	773	162	98	94	0	19120	16836	9684	57	333	333	474	412	86	98	92	0	3506505	5320050	13.740	39.714	0.698	0.663	0.699	0.781	1.608	0.595	0.929	-0.519	13107	18787	10935	16503	31894	27438	316	1121	100	3913
0	0	0	12	14	8	""	""	20460	32070	210	13240	11425	4296	37	303	303	681	877	128	98	92	0	19646	17603	8710	49	535	535	675	505	74	98	94	0	3610423	5562645	12.251	33.521	0.677	0.652	0.679	0.731	1.509	0.591	0.926	-0.563	12937	19111	11122	17068	32048	28190	316	1175	100	3914
0	0	0	12	15	8	""	""	20730	32070	200	12889	10796	4703	43	178	178	469	756	161	100	95	0	18889	16756	9735	58	348	348	509	550	108	100	92	0	3411651	5294793	13.660	29.540	0.686	0.647	0.681	0.758	1.573	0.572	0.924	-0.545	12711	18541	10618	16408	31252	27026	316	1547	100	3915
0	0	0	12	1	9	""	""	16940	32330	180	658	649	366	56	72	72	83	101	121	90	88	0	1918	1904	1527	80	136	136	183	180	98	92	89	0	166136	487429	5.604	9.561	0.329	0.326	0.342	0.362	1.685	0.268	0.821	-1.605	586	1782	577	1768	2368	2345	256	1378	100	3916
0	0	0	12	2	9	""	""	17200	32330	180	405	427	222	51	83	83	92	97	105	90	84	0	562	576	203	35	211	211	229	158	68	88	63	0	109332	147508	3.454	2.196	0.917	0.942	0.886	0.847	1.867	0.955	0.710	-0.124	322	351	344	365	673	709	256	1189	100	3917
0	0	0	12	3	9	""	""	17470	32330	180	399	394	156	39	81	81	86	34	39	94	90	0	554	603	346	57	218	218	249	430	172	25	5	0	100854	154369	9.059	0.823	0.946	0.813	0.884	0.890	2.175	0.120	0.129	-0.079	318	336	313	385	654	698	256	1254	100	3918
0	0	0	12	4	9	""	""	17760	32330	190	441	424	166	39	71	71	77	33	42	96	90	0	487	486	198	40	146	146	178	419	235	30	2	0	108471	124430	10.515	0.735	1.085	1.038	1.065	1.059	1.805	0.130	0.133	0.118	370	341	353	340	711	693	256	1228	100	3919
0	0	0	12	5	9	""	""	18020	32330	190	439	425	136	32	65	65	70	26	37	98	97	0	491	494	201	40	113	113	119	47	39	95	94	0	108896	126345	13.654	7.979	0.989	0.945	1.006	0.969	1.673	0.856	0.713	-0.015	374	378	360	381	752	741	256	1165	100	3920
0	0	0	12	6	9	""	""	18290	32330	190	439	410	144	35	67	67	71	26	36	94	91	0	454	438	135	30	119	119	127	56	44	94	89	0	105012	112233	13.038	5.554	1.110	1.075	1.054	1.019	1.821	1.055	0.814	0.151	372	335	343	319	707	662	256	1228	100	3921
0	0	0	12	7	9	""	""	18570	32320	190	1066	1139	526	46	67	67	71	27	38	100	100	0	1814	1864	784	42	130	130	140	60	42	100	100	0	291670	477123	39.556	28.733	0.593	0.618	0.624	0.601	1.367	0.620	0.908	-0.753	999	1684	1072	1734	2683	2806	256	1245	100	3922
0	0	0	12	8	9	""	""	18830	32320	190	987	1151	668	58	67	67	72	34	47	100	100	0	1830	2050	1107	54	132	132	139	60	43	100	100	0	294593	524876	31.735	31.850	0.542	0.565	0.568	0.559	1.308	0.554	0.868	-0.884	920	1698	1084	1918	2618	3002	256	1190	100	3923
0	0	0	12	9	9	""	""	19090	32320	180	1203	1440	1371	95	71	71	76	30	39	98	97	0	2072	2262	1562	69	135	135	141	55	39	98	96	0	368683	579190	45.467	38.564	0.584	0.644	0.620	0.631	1.511	0.721	0.841	-0.775	1132	1937	1369	2127	3069	3496	256	1128	100	3924
